Date,Time,Location,Operator,Flight #,Route,AC Type,Registration,cn/ln,Aboard,Aboard Passangers,Aboard Crew,Fatalities,Fatalities Passangers,Fatalities Crew,Ground,Summary
01/14/2019,08:30,"Karaj, Iran",Saha Air,,Bishkek - Payam,Boeing 707-3J9C,EP-CPP,21128/917,16,13,3,15,13,2,0,"The cargo plane was operated by the Iranian Air Force. The plane was to land on runway 30 at Payham Airport but instead landed on runway 31L at Fat'h Airport. Runway 30 is more than twice as long as runway 31L.The plane went off the runway, smashed through an airport wall separating the airport from a residential neighborhood, broke up and caught fire. Only the fight engineer survived."
02/23/2019,12:45,"Houston, Texas",Atlas Air serving Amazon ,3591,Miami - Houston,Boeing 767-375ER,N1217A,25865,3,0,3,3,0,3,0,"ATC lost radar contact with the cargo jet when it was 30 miles southeast of George Bush International Airport. The plane crashed into Trinity Bay and broke apart in muddy water about 5 feet deep.  The probable cause of this accident was the inappropriate response by the first officer as the pilot flying to an inadvertent activation of the go-around mode, which led to his spatial disorientation and nose-down control inputs that placed the airplane in a steep descent from which the crew did not recover. Contributing to the accident was the captain’s failure to adequately monitor the airplane’s flightpath and assume positive control of the airplane to effectively intervene. Also contributing were systemic deficiencies in the aviation industry’s selection and performance measurement practices, which failed to address the first officer’s aptitude-related deficiencies and maladaptive stress response. Also contributing to the accident was the Federal Aviation Administration’s failure to implement the pilot records database in a sufficiently robust and timely manner."
03/09/2019,10:40,"Vereda La Bendicion, Colombia",Laser Aereo Colombia,,San Jose - Villavicencio,Douglas DC-3,HK-2494,:33105/16357,14,11,3,14,11,3,0,"While on approach to land, the crew contacted ATC and declared an emergency after which the airplane crashed in flames in a palm grove, 35 km south of La Vanguardia Airport. The crew reported engine problems."
03/10/2019,08:44,"Bishoftu, Ethiopia",Ethiopian Airlines,302,Addis Ababa - Nairobi,Boeing 737 Max 8,ET-AVJ,63450/7243,157,149,8,157,149,8,0,"The internationally scheduled airliner crashed 6 minutes after taking off from Addis Ababa-Bole Airport. The pilot sent out a distress call and was given clearance to return to the airport. The crash site, some 31 miles southeast of the airport, contained a smoky crater with small pieces of wreckage. When the 737 Max 8 was designed, it necessitated placing the engines more forward. This gave the plane a tendency to be nose heavy. To compensate for this, the MCAS system was written into the software. No one was told of this, not the pilots or  airlines and did not appear in any manual. The MCAS was activated by the angle-of-attack sensor. The system only depended on one angle-of-attack sensor. If the angle-of attack sensor sensed a nose down attitude, it would adjust the trim and bring the plane to level flight. On the accident plane, the angle-of-attack sensor was faulty and gave false readings which caused the plane to pitch up. It also caused incorrect airspeed and altitude readings. The pilot tried to correct the nose-up attitude, but the system kept pushing the nose up. Eventually the plane’s stall speed was reached, and the plane went into a dive and crashed. A simple disconnect of the stabilizer trim would have solved the problem."
04/16/2019,11:00,"Puerto Montt, Chile",Archipelagos Service Aereos,,Puerto Montt - Ayacara,Pilatus-Britten Norman BN-2B-27 Islander,CC-CYR ,2169,6,5,1,6,5,1,0,"While the aircraft was in the initial climb, plane lost height and crashed in flames into a house located in a residential area about 400 meters from the airfield."
05/05/2019,18:30,"Near Monclava, Mexico",TVPX Aircraft Solutions,,Las Vegas - Monterrey,Canadair CL-600-2B16-Challenger,N601VH,5043,13,11,2,13,11,2,0,"The aircraft crashed while en route on a return trip from Las Vegas to Monterrey, Mexico."
05/05/2019,18:30,"Moscow, Russia",Aeroflot Russian International Airlines,,Moscow - Murmansk,Sukhoi Superjet-100-95B,RA-89098 ,95135,78,73,5,41,40,1,0,"Forty-five minutes after taking off from Moscow's Sheremetyevo Airport, the plane returned to make an emergency landing. About 16-21nm west of Sheremetyevo Airport there was a thunderstorm. The aircraft was climbing through 7,900 feet when an electrical failure occurred, the flight control system degraded to ""DIRECT MODE"", the autopilot automatically disconnected; the aircraft was in the middle of thunderstorm activity. The captain assumed manual control of the aircraft until the end of the flight. The crew decided to return to Sheremetyevo and performed a manual ILS approach to runway 24L. At the time the aircraft intercepted the glideslope the aircraft’s mass was above the maximum landing weight. The crew deployed the flaps to 25 degrees in accordance with the flight crew operating manual for flight with minimum mode (DIRECT MODE) of the FCS as well as landing above MLW. At 15:26Z the crew set the emergency transponder code. Vapp was determined to be 155 KIAS, the descent on the glideslope was stabilised and without any deviation from Vapp. Descending between 1,100 and 900 feet the crew received 5 cycles of predictive windshear warnings. Descending through 260 feet AGL the aircraft began to deviate below the glide slope, a ‘GLIDESLOPE’ warning occurred. Descending between 180 to 40 feet the engine thrust was increased causing the aircraft to accelerate to 164 knots. At 16 feet AGL the speed was 170 KIAS. A Terrain Awareness Warning System aural signal ‘Retard’ occurred. The engine thrust was reduced to idle. At that point the captain began to apply oscillating pitch inputs with increasing amplitude which changed the pitch angle up to +6 and -2 degrees. The aircraft made a ""three point"" touchdown 900 meters past the runway threshold at 158 KIAS and a vertical load of +2.55G and bounced up to 6 feet AGL. The spoilers did not deploy. In DIRECT MODE they are not permitted to operate automatically and need to be extended manually, however the spoilers were not manually extended by the crew. Two seconds after the first touchdown the aircraft touched down a second time with the nose gear first at 155 KIAS and +5.85G. The aircraft bounced off again to 18 feet AGL. A third touchdown occurred at 140 KIAS in excess of +5G resulting in the destruction of the construction, a fuel spill and fire."
06/03/2019,13:00,"Near Lipo, India",Military - Indian Air Force,, Jorhat-Rowriah - Mechuka,Antonov An-32,K2752,1009,13,5,8,13,5,8,0,Crashed about 34km WNW of Mechuka.
07/30/2019,02:00,"Rawalpindi, India",Military - Pakistan Army,,Training,Beechcraft B300 King Air,766,B766,5,0,5,5,0,5,14,"The Pakistani military plane, on a training flight, crashed into residential structures in Mora Kalu Village on the outskirts of Rawalpindi. The aircraft was destroyed killing 18 people, including the 2 pilots, 3 crew members and 14 civilians on the ground."
09/11/2019,02:28,"Toledo, Ohio",Private,,Millington - Toledo,Convair CV-440F,N24DR,393,2,0,2,2,0,2,0,"The Cargo plane was preparing to land at Toledo when it crash into a truck repair shop, one-half  mile short of the runway. Both persons aboard were killed."
